2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,23,21,21,21,21,21,21,21,21,21,21,21,21,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,20,0,4,4,0,12,3,3,3,12,0,4,5,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,20,0,4,4,0,12,3,3,3,12,0,5,4,20,2,2,2,2,0,0,0,0,0,0,0,0,23,21,21,21,21,22,0,0,23,21,21,21,21,22,23,21,21,21,21,22,2,2,2,2
2,2,2,2,20,16,4,5,0,12,3,3,3,12,0,4,5,20,2,2,2,2,0,0,0,4,4,0,0,0,20,101,0,0,4,20,0,0,20,101,0,0,4,20,20,101,0,0,4,20,2,2,2,2
2,2,2,2,20,0,4,4,0,12,3,3,3,12,0,5,4,20,2,2,2,2,0,0,0,4,4,0,0,0,20,0,0,0,4,20,0,0,20,0,0,0,4,20,20,0,0,0,4,20,2,2,2,2
2,2,2,2,20,0,11,11,0,12,3,3,3,12,0,18,0,20,2,2,2,2,0,0,0,4,5,0,0,17,20,0,0,0,5,20,0,18,20,0,0,0,5,20,20,0,0,0,5,20,2,2,2,2
2,2,2,2,20,0,12,12,0,12,3,3,3,12,0,0,0,20,2,2,2,2,0,0,0,4,4,0,0,0,20,0,0,0,0,20,0,0,20,0,0,0,0,20,20,0,0,0,0,20,2,2,2,2
2,2,2,2,25,21,21,21,21,21,3,3,3,21,21,21,21,24,2,2,2,2,0,0,0,11,11,0,0,0,20,0,0,0,0,20,0,0,20,0,0,0,0,20,20,0,0,0,0,20,2,2,2,2
2,2,2,2,2,2,2,2,2,2,9,9,9,2,2,2,2,2,2,2,2,2,0,0,0,12,12,0,0,0,20,0,0,0,0,20,0,0,20,0,0,0,0,20,20,0,0,0,0,20,2,2,2,2
2,2,2,2,2,2,2,2,2,2,9,9,9,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2
2,2,2,2,2,2,2,2,2,2,9,9,9,2,2,2,2,2,2,2,2,2,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,2,2,2,2
2,2,2,2,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,3,0,0,2,2,2,2
2,2,2,2,0,0,0,0,0,0,3,3,3,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,2,2,2,2
2,2,2,2,0,0,0,17,0,0,3,3,3,0,0,15,0,0,3,15,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,0,3,0,0,2,2,2,2
2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2
2,2,2,2,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
2,2,2,2,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
2,2,2,2,0,0,17,0,0,0,3,3,3,0,0,0,0,0,0,0,23,21,21,21,21,22,4,0,0,0,4,4,18,0,0,0,4,5,0,17,23,21,21,21,21,22,0,0,0,0,2,2,2,2
